"Gene","Dataset","Trait","Method","HGNC","Transcript","Chromosome","Start","End","Biotype","Z","P","Permutation.P","R2","Top.GWAS.SNP","Top.GWAS.P","Screen.P","Screening.Adjusted.P","Confirmation.P"
"ENSG00000159459","Developmental","SCZ","isoTWAS","UBR1","ENST00000290650",15,42942897,43106113,"protein_coding",-4.142153209,3.44e-05,0.000999001,0.126300546,"rs2412823",2.46e-11,1.31854848246368e-08,4.40580827297751e-07,0.0003096
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000434595",15,43403061,43510728,"protein_coding",-5.572440325,2.51e-08,0.000999001,0.012700865,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000411772",15,43403061,43510728,"protein_coding",5.572440325,2.51e-08,0.000999001,0.018267054,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000476454",15,43403061,43510728,"protein_coding",-5.572440325,2.51e-08,0.000999001,0.020549607,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000480860",15,43403061,43510728,"protein_coding",5.572440325,2.51e-08,0.000999001,0.028089198,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000572085",15,43403061,43510728,"protein_coding",-5.572440325,2.51e-08,0.000999001,0.031253627,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000067369","Developmental","SCZ","isoTWAS","TP53BP1","ENST00000382039",15,43403061,43510728,"protein_coding",5.572440325,2.51e-08,0.000999001,0.043005474,"rs2412823",2.46e-11,2.84869752517768e-08,8.62572783467965e-07,2.259e-07
"ENSG00000164080","Developmental","BP","isoTWAS","RAD54L2","ENST00000602430",3,51538719,51668667,"protein_coding",-5.375845704,7.62e-08,0.038961039,0.034466007,"rs9311474",2.54e-11,2.28565402002394e-07,5.29576831040267e-06,1.524e-07
"ENSG00000133794","Developmental","NTSM","isoTWAS","BMAL1","ENST00000403510",11,13276652,13387266,"protein_coding",-3.41446188,0.000639081,0.024975025,0.012624937,"rs7942486",2.79e-11,0.000111045636217063,0.000867456690661751,0.009586215
"ENSG00000133794","Developmental","NTSM","isoTWAS","BMAL1","ENST00000403482",11,13276652,13387266,"protein_coding",-3.992763593,6.53e-05,0.016983017,0.023881964,"rs7942486",2.79e-11,0.000111045636217063,0.000867456690661751,0.0010448
"ENSG00000197601","Developmental","NTSM","isoTWAS","FAR1","ENST00000354817",11,13668668,13732346,"protein_coding",3.725124937,0.000195219,0.037962038,0.055040915,"rs7942486",2.79e-11,6.31999463437721e-10,2.96506957570389e-08,0.000585657
"ENSG00000133794","Developmental","NTSM","isoTWAS","BMAL1","ENST00000534102",11,13276652,13387266,"protein_coding",-4.482157089,7.39e-06,0.001998002,0.040450689,"rs7942486",2.79e-11,0.000111045636217063,0.000867456690661751,0.00011824
"ENSG00000043462","Developmental","BP","isoTWAS","LCP2","ENST00000628092",5,170246233,170297815,"protein_coding",6.043708904,1.51e-09,0.000999001,0.026385742,"rs10866641",2.79e-11,4.52999873281841e-09,1.68455413707272e-07,3.02e-09
"ENSG00000151150","Developmental","BP","isoTWAS","ANK3","ENST00000508449",10,60026298,60733490,"protein_coding",-3.330149087,0.000867995,0.018981019,0.016466256,"rs4948412",2.85e-11,4.5088700962451e-05,0.000437289089757167,0.016491905
"ENSG00000151150","Developmental","BP","isoTWAS","ANK3","ENST00000489505",10,60026298,60733490,"protein_coding",3.646830685,0.000265495,0.048951049,0.022941508,"rs4948412",2.85e-11,4.5088700962451e-05,0.000437289089757167,0.0053099
"ENSG00000115825","Developmental","SCZ","isoTWAS","PRKD3","ENST00000379066",2,37250502,37324833,"protein_coding",-4.163042514,3.14e-05,0.020979021,0.046830003,"rs3770752",2.85e-11,4.50291198526254e-08,1.29772315232415e-06,0.0002198
"ENSG00000218739","Developmental","SCZ","isoTWAS","CEBPZOS","ENST00000392061",2,37196488,37216193,"protein_coding",-4.220359191,2.44e-05,0.016983017,0.051735694,"rs3770752",2.85e-11,1.84236393091942e-06,3.19376063169801e-05,0.000122
"ENSG00000115825","Developmental","SCZ","isoTWAS","PRKD3","ENST00000443187",2,37250502,37324833,"protein_coding",-5.827435969,5.63e-09,0.002997003,0.015188795,"rs3770752",2.85e-11,4.50291198526254e-08,1.29772315232415e-06,3.941e-08
"ENSG00000151150","Developmental","BP","isoTWAS","ANK3","ENST00000618080",10,60026298,60733490,"protein_coding",4.74321812,2.1e-06,0.005994006,0.013949833,"rs4948412",2.85e-11,4.5088700962451e-05,0.000437289089757167,4.41e-05
"ENSG00000072422","Developmental","BP","isoTWAS","RHOBTB1","ENST00000496237",10,60869438,61001440,"protein_coding",4.358226088,1.31e-05,0.002997003,0.021003538,"rs4948412",2.85e-11,4.65058849414432e-05,0.00044782725362169,3.93e-05
"ENSG00000103549","Developmental","CDG","isoTWAS","RNF40","ENST00000563683",16,30761745,30776307,"protein_coding",6.654,2.85e-11,0.000999001,0.018971633,"rs7190185",2.85e-11,2.12319917331386e-15,2.8555259548427e-13,1.995e-10
"ENSG00000103549","Developmental","CDG","isoTWAS","RNF40","ENST00000357890",16,30761745,30776307,"protein_coding",-6.654,2.85e-11,0.000999001,0.022402173,"rs7190185",2.85e-11,2.12319917331386e-15,2.8555259548427e-13,1.995e-10
"ENSG00000103549","Developmental","CDG","isoTWAS","RNF40","ENST00000565995",16,30761745,30776307,"protein_coding",-6.654,2.85e-11,0.000999001,0.04446071,"rs7190185",2.85e-11,2.12319917331386e-15,2.8555259548427e-13,1.995e-10
"ENSG00000225151","Developmental","SCZ","isoTWAS","GOLGA2P7","ENST00000561015",15,84203866,84205319,"transcribed_unprocessed_pseudogene",5.1809895,2.21e-07,0.026973027,0.206266226,"rs11634320",2.87e-11,1.49741073683336e-07,3.72368441937652e-06,1.326e-06
"ENSG00000259986","Developmental","SCZ","isoTWAS","","ENST00000565495",15,83179182,83439445,"lncRNA",-5.504666463,3.7e-08,0.013986014,0.023140371,"rs12911210",3.03e-11,7.39997698720173e-08,2.00047284081154e-06,3.7e-08
"ENSG00000175066","Developmental","BV","isoTWAS","GK5","ENST00000392993",3,142157527,142225592,"protein_coding",3.393916,0.000689008,0.031968032,0.025119711,"rs2063453",3.07e-11,0.00559341908378313,0.0134879663567021,0.006201072
"ENSG00000241570","Developmental","BV","isoTWAS","PAQR9-AS1","ENST00000598139",3,142960650,143001559,"lncRNA",-3.518970064,0.000433226,0.030969031,0.031060936,"rs2063453",3.07e-11,0.00280272845952698,0.00862922273741995,0.002599356
"ENSG00000163714","Developmental","BV","isoTWAS","U2SURP","ENST00000480029",3,142964497,143060725,"protein_coding",-3.74169148,0.000182786,0.010989011,0.051642942,"rs2063453",3.07e-11,0.00199573752728116,0.00684574026626794,0.002376218
"ENSG00000120756","Developmental","BV","isoTWAS","PLS1","ENST00000475296",3,142596393,142713664,"protein_coding",-3.842040161,0.000122016,0.003996004,0.043714744,"rs2063453",3.07e-11,0.000241723217772572,0.00155138209533216,0.000122016
"ENSG00000114126","Developmental","BV","isoTWAS","TFDP2","ENST00000494656",3,141944428,142149544,"protein_coding",-4.598612838,4.25e-06,0.016983017,0.025220158,"rs2063453",3.07e-11,5.50969360233279e-05,0.000509867804174592,5.1e-05
"ENSG00000163710","Developmental","BV","isoTWAS","PCOLCE2","ENST00000295992",3,142815922,142889206,"protein_coding",-6.275296635,3.49e-10,0.000999001,0.019362378,"rs2063453",3.07e-11,6.98000042855825e-10,3.19122455854112e-08,3.49e-10
"ENSG00000164062","Developmental","AN","isoTWAS","APEH","ENST00000447436",3,49674014,49683971,"protein_coding",4.714076351,2.43e-06,0.031968032,0.017185618,"rs4688759",3.18e-11,2.75017312823282e-09,1.07992808069463e-07,1.944e-05
"ENSG00000164062","Developmental","AN","isoTWAS","APEH","ENST00000463995",3,49674014,49683971,"protein_coding",-4.714076351,2.43e-06,0.030969031,0.025840488,"rs4688759",3.18e-11,2.75017312823282e-09,1.07992808069463e-07,1.944e-05
"ENSG00000164062","Developmental","AN","isoTWAS","APEH","ENST00000296456",3,49674014,49683971,"protein_coding",4.714076351,2.43e-06,0.015984016,0.026862131,"rs4688759",3.18e-11,2.75017312823282e-09,1.07992808069463e-07,1.944e-05
"ENSG00000164062","Developmental","AN","isoTWAS","APEH","ENST00000480772",3,49674014,49683971,"protein_coding",-4.714076351,2.43e-06,0.025974026,0.027218417,"rs4688759",3.18e-11,2.75017312823282e-09,1.07992808069463e-07,1.944e-05
"ENSG00000164062","Developmental","AN","isoTWAS","APEH","ENST00000491799",3,49674014,49683971,"protein_coding",4.714076351,2.43e-06,0.028971029,0.0308938,"rs4688759",3.18e-11,2.75017312823282e-09,1.07992808069463e-07,1.944e-05
"ENSG00000164062","Developmental","AN","isoTWAS","APEH","ENST00000463616",3,49674014,49683971,"protein_coding",-4.714076351,2.43e-06,0.033966034,0.067113188,"rs4688759",3.18e-11,2.75017312823282e-09,1.07992808069463e-07,1.944e-05
"ENSG00000172037","Developmental","AN","isoTWAS","LAMB2","ENST00000488638",3,49121114,49133118,"protein_coding",6.670074261,2.56e-11,0.000999001,0.017432021,"rs4688759",3.18e-11,1.78393959127847e-10,9.69393975206843e-09,1.536e-10
"ENSG00000259308","Developmental","SCZ","isoTWAS","FABP5P8","ENST00000559181",15,83044368,83044771,"processed_pseudogene",-4.726438635,2.28e-06,0.030969031,0.028709104,"rs950169",3.2e-11,2.28000000007252e-06,3.84502821328845e-05,0
"ENSG00000156873","Developmental","CDG","isoTWAS","PHKG2","ENST00000424889",16,30748293,30761176,"protein_coding",4.320823348,1.55e-05,0.000999001,0.028021208,"rs9932702",3.31e-11,8.07835336801133e-10,3.64180293313784e-08,9.3e-05
"ENSG00000173517","Developmental","NTSM","isoTWAS","PEAK1","ENST00000564328",15,77100656,77420144,"protein_coding",4.031120817,5.55e-05,0.000999001,0.056991089,"rs4360891",3.69e-11,6.01933541065817e-06,8.51411517901948e-05,0.0003885
"ENSG00000173517","Developmental","NTSM","isoTWAS","PEAK1","ENST00000558305",15,77100656,77420144,"protein_coding",4.257432213,2.07e-05,0.008991009,0.019007434,"rs4360891",3.69e-11,6.01933541065817e-06,8.51411517901948e-05,0.000171
"ENSG00000173517","Developmental","NTSM","isoTWAS","PEAK1","ENST00000567808",15,77100656,77420144,"protein_coding",4.976038243,6.49e-07,0.001998002,0.031278722,"rs4360891",3.69e-11,6.01933541065817e-06,8.51411517901948e-05,5.841e-06
"ENSG00000140391","Developmental","NTSM","isoTWAS","TSPAN3","ENST00000560715",15,77041404,77083984,"protein_coding",-5.471979018,4.45e-08,0.000999001,0.027604471,"rs4360891",3.69e-11,8.88492738475638e-08,2.34687140855292e-06,3.115e-07
"ENSG00000140391","Developmental","NTSM","isoTWAS","TSPAN3","ENST00000561277",15,77041404,77083984,"protein_coding",-5.664105708,1.48e-08,0.000999001,0.023149868,"rs4360891",3.69e-11,8.88492738475638e-08,2.34687140855292e-06,1.036e-07
"ENSG00000256053","Developmental","SCZ","isoTWAS","COA8","ENST00000440963",14,103562960,103607523,"protein_coding",-5.396938289,6.78e-08,0.016983017,0.071882149,"rs8017993",4.52e-11,1.70436244791747e-12,1.38922755287576e-10,4.746e-07
"ENSG00000063177","Developmental","SCZ","isoTWAS","RPL18","ENST00000550671",19,48615328,48619184,"protein_coding",-4.49295703,7.02e-06,0.006993007,0.047965505,"rs6509439",4.67e-11,7.66764886798427e-05,0.000658585338373593,7.02e-05
"ENSG00000164086","Developmental","SCZ","isoTWAS","DUSP7","ENST00000469623",3,52048919,52056571,"protein_coding",6.581,4.67e-11,0.000999001,0.014597628,"rs1133415",4.67e-11,4.66999625208021e-11,2.87668204245506e-09,0
"ENSG00000112983","Developmental","SCZ","isoTWAS","BRD8","ENST00000460746",5,138139770,138178953,"protein_coding",-6.643285033,3.07e-11,0.043956044,0.011422014,"rs3849046",5.42e-11,1.07450014153759e-10,6.19334206581254e-09,3.991e-10
"ENSG00000112983","Developmental","SCZ","isoTWAS","BRD8","ENST00000428808",5,138139770,138178953,"protein_coding",-6.643285033,3.07e-11,0.03996004,0.035045804,"rs3849046",5.42e-11,1.07450014153759e-10,6.19334206581254e-09,3.991e-10
"ENSG00000112983","Developmental","SCZ","isoTWAS","BRD8","ENST00000515014",5,138139770,138178953,"protein_coding",-6.643285033,3.07e-11,0.031968032,0.023960748,"rs3849046",5.42e-11,1.07450014153759e-10,6.19334206581254e-09,3.991e-10
"ENSG00000112983","Developmental","SCZ","isoTWAS","BRD8","ENST00000402931",5,138139770,138178953,"protein_coding",6.643285033,3.07e-11,0.028971029,0.028144524,"rs3849046",5.42e-11,1.07450014153759e-10,6.19334206581254e-09,3.991e-10
"ENSG00000120727","Developmental","SCZ","isoTWAS","PAIP2","ENST00000507415",5,139341587,139369720,"protein_coding",-6.829029209,8.55e-12,0.000999001,0.019995719,"rs3849046",5.42e-11,3.00887000746209e-11,1.96599809920772e-09,5.985e-11
"ENSG00000120727","Developmental","SCZ","isoTWAS","PAIP2","ENST00000511381",5,139341587,139369720,"protein_coding",-6.836660711,8.11e-12,0.000999001,0.027243971,"rs3849046",5.42e-11,3.00887000746209e-11,1.96599809920772e-09,5.677e-11
"ENSG00000127914","Developmental","BV","isoTWAS","AKAP9","ENST00000435423",7,91940840,92110673,"protein_coding",4.728337201,2.26e-06,0.003996004,0.018374287,"rs42039",5.53e-11,2.36052127563467e-05,0.000263097050189695,2.26e-05
"ENSG00000105810","Developmental","BV","isoTWAS","CDK6","ENST00000467166",7,92604921,92836573,"protein_coding",-4.99007232,6.04e-07,0.002997003,0.048623483,"rs42039",5.53e-11,2.40970093378701e-06,4.02523503274963e-05,1.812e-06
"ENSG00000119950","Developmental","BP","isoTWAS","MXI1","ENST00000651225",10,110207605,110287365,"protein_coding",-3.989499597,6.62e-05,0.032967033,0.021371422,"rs7079713",5.83e-11,0.00116050715364049,0.00475849211194202,0.0012578
"ENSG00000148700","Developmental","BP","isoTWAS","ADD3","ENST00000459738",10,109996368,110135565,"protein_coding",4.206924931,2.59e-05,0.008991009,0.016867287,"rs7079713",5.83e-11,0.000276539574739236,0.00171392941502171,0.000259
"ENSG00000108039","Developmental","BP","isoTWAS","XPNPEP1","ENST00000403138",10,109864766,109923553,"protein_coding",4.84900155,1.24e-06,0.006993007,0.023619638,"rs7079713",5.83e-11,2.0978323283987e-05,0.000239610162406417,1.984e-05
"ENSG00000173915","Developmental","BV","isoTWAS","ATP5MK","ENST00000309579",10,103389041,103396492,"protein_coding",-6.406442198,1.49e-10,0.017982018,0.092718775,"rs7911488",6.03e-11,3.18719773738091e-12,2.43782863903273e-10,2.98e-10
"ENSG00000197448","Developmental","ALZ","isoTWAS","GSTK1","ENST00000443571",7,143244093,143270854,"protein_coding",-6.534,6.4e-11,0.000999001,0.048144604,"rs12703526",6.4e-11,4.48000401210792e-10,2.17779472142801e-08,3.84e-10
"ENSG00000166261","Developmental","SCZ","isoTWAS","ZNF202","ENST00000529691",11,123723914,123741675,"protein_coding",3.514834857,0.000440028,0.038961039,0.031791694,"rs7927176",6.62e-11,0.00217959656192639,0.00726412526764342,0.00220014
"ENSG00000103495","Developmental","SCZ","isoTWAS","MAZ","ENST00000567444",16,29806106,29811164,"protein_coding",-6.274673662,3.5e-10,0.005994006,0.014980361,"rs12931955",7.17e-11,2.2105095214974e-14,2.54824379767475e-12,3.15e-09
"ENSG00000103495","Developmental","SCZ","isoTWAS","MAZ","ENST00000569978",16,29806106,29811164,"protein_coding",-6.274673662,3.5e-10,0.005994006,0.045742967,"rs12931955",7.17e-11,2.2105095214974e-14,2.54824379767475e-12,3.15e-09
"ENSG00000170011","Developmental","CortTH","isoTWAS","MYRIP","ENST00000396217",3,39808914,40260321,"protein_coding",3.353562432,0.000797784,0.023976024,0.031225427,"rs533577",8.41e-11,0.00274420118887899,0.00850848126770737,0.002393352
"ENSG00000237037","Developmental","SCZ","isoTWAS","NDUFA6-DT","ENST00000610250",22,42090931,42137742,"lncRNA",6.92427193,4.38e-12,0.03996004,0.023233521,"rs1801311",9.61e-11,4.37999660394391e-11,2.73987461980817e-09,3.942e-11
"ENSG00000156603","Developmental","NTSM","isoTWAS","MED19","ENST00000337672",11,57703710,57712221,"protein_coding",4.581211307,4.62e-06,0.03996004,0.03172477,"rs7117205",1.01e-10,2.40460208287158e-07,5.52032333079153e-06,1.848e-05
"ENSG00000149131","Developmental","NTSM","isoTWAS","SERPING1","ENST00000531797",11,57597387,57619171,"protein_coding",6.192537216,5.92e-10,0.003996004,0.017430992,"rs7117205",1.01e-10,4.73599846187484e-09,1.74507486703648e-07,4.144e-09
"ENSG00000155511","Developmental","SCZ","isoTWAS","GRIA1","ENST00000448073",5,153489615,153813869,"protein_coding",-3.383127558,0.000716653,0.001998002,0.013023843,"rs17113771",1.08e-10,0.00118519262913398,0.00482903909154084,0.003583265
"ENSG00000064726","Developmental","SCZ","isoTWAS","BTBD1","ENST00000558344",15,83016423,83067252,"protein_coding",-6.427758937,1.29e-10,0.027972028,0.028981343,"rs1818950",1.15e-10,4.92510658528437e-10,2.36566354702097e-08,3.87e-10
"ENSG00000171206","Developmental","ICV","isoTWAS","TRIM8","ENST00000643721",10,102644479,102658318,"protein_coding",-3.899636354,9.63e-05,0.01998002,0.021977571,"rs2271751",1.15e-10,1.37779748087273e-07,3.45820739405988e-06,0.0006741
"ENSG00000107882","Developmental","ICV","isoTWAS","SUFU","ENST00000369899",10,102503972,102633535,"protein_coding",4.15399996,3.27e-05,0.022977023,0.023945501,"rs2271751",1.15e-10,6.53754458091214e-05,0.000584759335180027,3.27e-05
"ENSG00000148843","Developmental","ICV","isoTWAS","PDCD11","ENST00000493610",10,103396626,103446294,"protein_coding",-5.338558098,9.37e-08,0.001998002,0.025190028,"rs2271751",1.15e-10,1.15049855768441e-07,2.95197078258645e-06,9.37e-08
"ENSG00000173915","Developmental","ICV","isoTWAS","ATP5MK","ENST00000337003",10,103389041,103396492,"protein_coding",7.120880428,1.07e-12,0.002997003,0.236530215,"rs2271751",1.15e-10,3.18719773738091e-12,2.43782863903273e-10,2.14e-12
"ENSG00000167397","Developmental","NTSM","isoTWAS","VKORC1","ENST00000472468",16,31090842,31095980,"protein_coding",-4.414623743,1.01e-05,0.042957043,0.018814552,"rs6565217",1.16e-10,4.00899344439311e-05,0.000399389785179385,3.03e-05
"ENSG00000103507","Developmental","NTSM","isoTWAS","BCKDK","ENST00000394950",16,31106107,31112791,"protein_coding",4.536948377,5.71e-06,0.03996004,0.027798397,"rs6565217",1.16e-10,2.64162333622956e-05,0.000286705844138593,2.855e-05
"ENSG00000196118","Developmental","NTSM","isoTWAS","CFAP119","ENST00000541260",16,30757423,30762221,"protein_coding",4.720363892,2.35e-06,0.021978022,0.052541161,"rs6565217",1.16e-10,1.28605394854188e-11,8.98511890715038e-10,1.175e-05
"ENSG00000185947","Developmental","NTSM","isoTWAS","ZNF267","ENST00000394846",16,31873807,31917357,"protein_coding",-4.781830298,1.74e-06,0.004995005,0.012382469,"rs6565217",1.16e-10,1.29498688540113e-08,4.33944810723337e-07,5.22e-06
"ENSG00000103496","Developmental","NTSM","isoTWAS","STX4","ENST00000475862",16,31032889,31042975,"protein_coding",-5.071074477,3.96e-07,0.023976024,0.022757859,"rs6565217",1.16e-10,5.53138917840658e-10,2.61026578802058e-08,2.772e-06
"ENSG00000149923","Developmental","NTSM","isoTWAS","PPP4C","ENST00000567040",16,30075978,30085376,"protein_coding",-5.139562399,2.75e-07,0.041958042,0.032211218,"rs6565217",1.16e-10,5.61300809487886e-08,1.56998852068024e-06,2.475e-06
"ENSG00000175938","Developmental","NTSM","isoTWAS","ORAI3","ENST00000563161",16,30949068,30956461,"protein_coding",-5.110015613,3.22e-07,0.016983017,0.030441415,"rs6565217",1.16e-10,9.64679729511991e-07,1.84685245012978e-05,6.44e-07
"ENSG00000260083","Developmental","NTSM","isoTWAS","MIR762HG","ENST00000564901",16,30875222,30895220,"lncRNA",5.281624072,1.28e-07,0.010989011,0.018686089,"rs6565217",1.16e-10,7.65316403891207e-07,1.52486931387657e-05,6.4e-07
"ENSG00000089280","Developmental","NTSM","isoTWAS","FUS","ENST00000569760",16,31180138,31191605,"protein_coding",-5.814229453,6.09e-09,0.003996004,0.019876797,"rs6565217",1.16e-10,5.48071232565494e-08,1.53802341174349e-06,4.872e-08
"ENSG00000196118","Developmental","NTSM","isoTWAS","CFAP119","ENST00000546006",16,30757423,30762221,"protein_coding",5.864363375,4.51e-09,0.000999001,0.025456579,"rs6565217",1.16e-10,1.28605394854188e-11,8.98511890715038e-10,2.706e-08
"ENSG00000185947","Developmental","NTSM","isoTWAS","ZNF267","ENST00000575471",16,31873807,31917357,"protein_coding",5.841039003,5.19e-09,0.005994006,0.074120123,"rs6565217",1.16e-10,1.29498688540113e-08,4.33944810723337e-07,2.076e-08
"ENSG00000185947","Developmental","NTSM","isoTWAS","ZNF267","ENST00000300870",16,31873807,31917357,"protein_coding",-5.841039003,5.19e-09,0.007992008,0.079748472,"rs6565217",1.16e-10,1.29498688540113e-08,4.33944810723337e-07,2.076e-08
"ENSG00000169217","Developmental","NTSM","isoTWAS","CD2BP2","ENST00000564525",16,30350773,30355308,"protein_coding",-6.09733524,1.08e-09,0.002997003,0.044468008,"rs6565217",1.16e-10,2.78054341643325e-13,2.63971707045978e-11,1.08e-09
"ENSG00000167394","Developmental","NTSM","isoTWAS","ZNF668","ENST00000426488",16,31060843,31074240,"protein_coding",6.638316456,3.17e-11,0.000999001,0.031107135,"rs6565217",1.16e-10,1.85046549505141e-10,9.98818147981093e-09,1.585e-10
"ENSG00000169217","Developmental","NTSM","isoTWAS","CD2BP2","ENST00000305596",16,30350773,30355308,"protein_coding",7.39735903,1.39e-13,0.033966034,0.030140025,"rs6565217",1.16e-10,2.78054341643325e-13,2.63971707045978e-11,1.39e-13
"ENSG00000005844","Developmental","NTSM","isoTWAS","ITGAL","ENST00000562020",16,30472658,30523567,"protein_coding",-4.335737296,1.45e-05,0.045954046,0.014984621,"rs6565217",1.16e-10,1.44999999999612e-05,0.000177688306757307,0
"ENSG00000156886","Developmental","NTSM","isoTWAS","ITGAD","ENST00000567308",16,31393335,31426505,"protein_coding",5.32655712,1e-07,0.005994006,0.014153106,"rs6565217",1.16e-10,9.99999999908172e-08,2.59570729053728e-06,0
"ENSG00000165995","Developmental","CDG","isoTWAS","CACNB2","ENST00000396576",10,18140424,18543557,"protein_coding",5.213416846,1.85e-07,0.018981019,0.021405782,"rs7923938",1.26e-10,2.18410221273713e-06,3.69488738064618e-05,2.035e-06
"ENSG00000241058","Developmental","CDG","isoTWAS","NSUN6","ENST00000607346",10,18545561,18659285,"protein_coding",5.222044019,1.77e-07,0.011988012,0.033883684,"rs7923938",1.26e-10,8.84649963365284e-07,1.72640456574998e-05,7.08e-07
"ENSG00000100197","Developmental","SCZ","isoTWAS","CYP2D6","ENST00000360124",22,42126499,42130865,"protein_coding",-6.586439605,4.5e-11,0.011988012,0.062613198,"rs6002621",1.69e-10,1.34998228378035e-10,7.59141605502823e-09,9e-11
"ENSG00000205702","Developmental","SCZ","isoTWAS","CYP2D7","ENST00000358097",22,42140203,42149455,"protein_coding",6.387,1.69e-10,0.000999001,0.014344137,"rs6002616",1.69e-10,8.4499985566109e-10,3.77012144094589e-08,6.76e-10
"ENSG00000168268","Developmental","CDG","isoTWAS","NT5DC2","ENST00000466112",3,52524385,52535054,"protein_coding",7.144806812,9.01e-13,0.038961039,0.028481215,"rs2276817",1.73e-10,6.89904432804813e-20,1.88718095610794e-17,4.505e-12
"ENSG00000139631","Developmental","BV","isoTWAS","CSAD","ENST00000267085",12,53157663,53180925,"protein_coding",3.555216766,0.000377668,0.012987013,0.043744014,"rs3741651",1.75e-10,0.00478212703497638,0.0121483941787319,0.005287352
"ENSG00000197111","Developmental","BV","isoTWAS","PCBP2","ENST00000359462",12,53452102,53481162,"protein_coding",3.705578111,0.000210909,0.01998002,0.016908622,"rs3741651",1.75e-10,0.00358588519510171,0.0101285495044766,0.003585453
"ENSG00000094914","Developmental","BV","isoTWAS","AAAS","ENST00000549983",12,53307456,53324864,"protein_coding",-3.614414001,0.000301028,0.010989011,0.027810555,"rs3741651",1.75e-10,9.02739667644206e-06,0.000120308137870436,0.003311308
"ENSG00000123349","Developmental","BV","isoTWAS","PFDN5","ENST00000552742",12,53295291,53299452,"protein_coding",3.717311313,0.000201354,0.017982018,0.031536838,"rs3741651",1.75e-10,0.00187668975890341,0.00657004252037791,0.002818956
"ENSG00000123415","Developmental","BV","isoTWAS","SMUG1","ENST00000503306",12,54121277,54189008,"protein_coding",4.187988701,2.81e-05,0.014985015,0.036767116,"rs3741651",1.75e-10,0.00029193214386288,0.00178195645605258,0.0004777
"ENSG00000094914","Developmental","BV","isoTWAS","AAAS","ENST00000548880",12,53307456,53324864,"protein_coding",4.183356699,2.87e-05,0.023976024,0.014239899,"rs3741651",1.75e-10,9.02739667644206e-06,0.000120308137870436,0.0003444
"ENSG00000111077","Developmental","BV","isoTWAS","TNS2","ENST00000549498",12,53046969,53064379,"protein_coding",4.311519156,1.62e-05,0.006993007,0.024507318,"rs3741651",1.75e-10,0.000165214635577163,0.00117410788356664,0.0002268
"ENSG00000094916","Developmental","BV","isoTWAS","CBX5","ENST00000439541",12,54230942,54280133,"protein_coding",4.164669969,3.12e-05,0.031968032,0.046042967,"rs3741651",1.75e-10,0.000151054495865645,0.0010912571659694,0.0001248
"ENSG00000135476","Developmental","BV","isoTWAS","ESPL1","ENST00000257934",12,53268299,53293638,"protein_coding",4.342578788,1.41e-05,0.005994006,0.018574581,"rs3741651",1.75e-10,5.85097646327659e-05,0.000533760260195748,5.64e-05
"ENSG00000161642","Developmental","BV","isoTWAS","ZNF385A","ENST00000338010",12,54369133,54391298,"protein_coding",-4.436793945,9.13e-06,0.016983017,0.022004446,"rs3741651",1.75e-10,5.47309559610203e-05,0.000507645343824659,4.565e-05
"ENSG00000250432","Developmental","BV","isoTWAS","FAM242C","ENST00000504278",12,54085132,54125992,"lncRNA",-4.248170362,2.16e-05,0.01998002,0.022885296,"rs3741651",1.75e-10,6.46197536908023e-05,0.000580032371977674,4.32e-05
"ENSG00000135390","Developmental","BV","isoTWAS","ATP5MC2","ENST00000552120",12,53632726,53677408,"protein_coding",-4.504423295,6.66e-06,0.006993007,0.012485743,"rs3741651",1.75e-10,3.82801408378774e-06,5.90069907337635e-05,3.33e-05
"ENSG00000012822","Developmental","BV","isoTWAS","CALCOCO1","ENST00000548431",12,53708517,53727745,"protein_coding",5.057772233,4.24e-07,0.001998002,0.021275764,"rs3741651",1.75e-10,4.23844906088807e-06,6.35137691677555e-05,3.816e-06
"ENSG00000139625","Developmental","BV","isoTWAS","MAP3K12","ENST00000267079",12,53479669,53500063,"protein_coding",5.001357325,5.69e-07,0.003996004,0.019106091,"rs3741651",1.75e-10,3.98140480525223e-06,6.0561632565472e-05,3.414e-06
"ENSG00000184349","Developmental","NTSM","isoTWAS","EFNA5","ENST00000504941",5,107376894,107670937,"protein_coding",3.782266627,0.000155407,0.046953047,0.028990856,"rs17454114",1.89e-10,0.000596864250448672,0.00297699210031503,0.000777035
"ENSG00000204525","Developmental","SCZ","isoTWAS","HLA-C","ENST00000495835",6,31268749,31272130,"protein_coding",-6.917294092,4.6e-12,0.032967033,0.047033275,"rs614549",1.92e-10,3.20186220525582e-11,2.06699416522495e-09,2.76e-11
